order id,Order Date,City,Cuisine,Gender,Department,Study Hours,Attendance Pct,Screen Time Hrs,Exam Score,Order Amount Paise,Delivery Time Min,Rating,Status,Month,Avg Temp C,Rainfall MM,Humidity Pct,Satisfaction Score
ORD1170,2024-06-19,Mumbai,Chinese,Female,Finance,2.4,76.1,2.2,43.9,137666,36.0,3.0,Pending,3,29.5,80.6,78.7,3.0
ORD1142,2024-05-22,Chennai,Continental,Female,Operations,5.8,72.1,3.0,59.5,140312,26.0,3.6,Delivered,1,33.3,69.2,89.4,5.0
ORD1210,2024-07-29,Bangalore,North Indian,Male,IT,1.5,76.3,3.7,45.4,166964,15.0,4.6,Delivered,3,26.1,88.8,90.6,4.0
ORD1131,2024-05-11,Hyderabad,Italian,Male,Unknown,6.5,87.3,4.7,72.8,97984,52.0,4.7,Delivered,12,30.8,140.4,78.2,5.0
ORD1051,2024-02-21,Chennai,South Indian,Female,Operations,3.4,57.0,5.0,41.1,128777,31.0,4.0,Delivered,5,32.1,36.4,64.8,5.0
ORD1095,2024-04-05,Bangalore,Continental,Female,Marketing,7.8,53.9,2.8,75.3,115286,35.0,5.0,Delivered,4,25.3,54.8,92.5,5.0
ORD1178,2024-06-27,Hyderabad,Chinese,Male,Unknown,5.2,63.9,1.3,72.5,37069,38.0,5.0,Delivered,9,25.2,64.4,79.1,3.0
ORD1242,2024-08-30,Mumbai,Continental,Female,IT,3.2,53.1,1.7,52.6,27345,50.0,3.8,Pending,10,24.3,12.5,66.1,4.0
ORD1041,2024-02-11,Mumbai,North Indian,Male,Unknown,3.5,84.2,3.8,56.9,185268,47.0,4.3,Delivered,3,30.5,65.6,50.7,4.0
ORD1089,2024-03-30,Bangalore,Chinese,Female,Marketing,6.7,67.6,5.7,76.7,187132,29.0,2.7,Delivered,2,27.8,107.0,80.0,4.0
ORD1238,2024-08-26,Hyderabad,Chinese,Female,Operations,2.7,98.1,2.7,59.1,101912,39.0,2.1,Cancelled,1,28.4,37.1,85.9,5.0
ORD1026,2024-01-27,Bangalore,South Indian,Female,Operations,7.9,78.3,5.8,80.9,29496,19.0,3.9,Delivered,12,24.8,79.9,71.3,5.0
ORD1040,2024-02-10,Chennai,South Indian,Male,Operations,7.1,84.6,4.6,73.7,154153,26.0,4.0,Delivered,5,35.4,122.4,91.0,3.0
ORD1141,2024-05-21,Hyderabad,Italian,Male,IT,5.1,76.5,1.4,76.8,23471,30.0,3.4,Delivered,2,25.2,70.8,85.4,4.0
ORD1220,2024-08-08,Delhi,North Indian,Male,IT,3.2,94.7,2.2,66.3,86707,46.0,2.7,Delivered,9,23.0,73.1,93.7,5.0
ORD1000,2024-01-01,Chennai,Continental,Male,HR,7.1,57.1,5.3,70.4,199980,51.0,4.0,Delivered,11,30.8,40.5,56.1,1.0
ORD1282,2024-10-09,Mumbai,Italian,Male,IT,7.1,56.4,5.5,61.9,87263,25.0,1.8,Delivered,11,24.0,56.1,55.1,5.0
ORD1100,2024-04-10,Chennai,Fast Food,Female,Marketing,6.0,65.7,5.1,73.0,85697,45.0,4.5,Delivered,11,31.8,61.1,70.6,4.0
ORD1192,2024-07-11,Chennai,South Indian,Male,Finance,2.6,99.5,4.0,50.1,123302,44.0,3.9,Delivered,10,28.8,28.7,92.7,4.0
ORD1288,2024-10-15,Bangalore,Chinese,Female,HR,5.2,59.0,4.2,53.4,163891,40.0,4.7,Delivered,2,16.9,132.7,90.0,2.0
ORD1103,2024-04-13,Delhi,South Indian,Female,Operations,4.5,89.5,5.8,53.6,179803,57.0,3.9,Delivered,4,26.7,132.9,88.4,3.0
ORD1171,2024-06-20,Mumbai,Chinese,Male,IT,6.0,86.6,4.9,71.4,114848,48.0,3.5,Cancelled,8,27.9,131.1,66.7,3.0
ORD1098,2024-04-08,Delhi,Italian,Female,Marketing,6.2,50.3,2.0,60.6,162077,40.0,3.7,Delivered,7,24.2,59.0,93.3,4.0
ORD1036,2024-02-06,Bangalore,South Indian,Male,HR,5.8,82.3,4.6,66.6,41727,38.0,3.4,Delivered,3,27.3,58.6,64.9,3.0
ORD1061,2024-03-02,Chennai,South Indian,Male,Unknown,3.7,88.5,3.8,63.6,166451,30.0,3.3,Delivered,11,30.2,48.0,80.8,2.0
ORD1150,2024-05-30,Mumbai,South Indian,Male,Marketing,3.5,71.3,5.2,47.5,73072,33.0,3.2,Delivered,2,26.4,133.5,63.3,5.0
ORD1222,2024-08-10,Bangalore,Continental,Male,Marketing,5.3,72.9,4.2,55.6,70601,21.0,3.7,Delivered,12,24.6,30.1,65.0,4.0
ORD1271,2024-09-28,Mumbai,Continental,Female,IT,6.4,77.8,2.6,70.2,85633,22.0,2.3,Delivered,2,33.4,90.0,56.7,4.0
ORD1011,2024-01-12,Bangalore,North Indian,Male,IT,3.5,95.5,2.3,53.1,180811,25.0,3.2,Delivered,12,27.1,47.8,79.7,5.0
ORD1062,2024-03-03,Hyderabad,Italian,Female,Finance,3.4,71.1,2.1,55.3,137322,44.0,3.5,Delivered,10,26.7,50.9,62.9,4.0
ORD1200,2024-07-19,Delhi,South Indian,Female,IT,6.1,52.3,4.3,60.5,27896,37.0,4.4,Delivered,1,20.3,83.3,77.7,3.0
ORD1281,2024-10-08,Hyderabad,Continental,Female,Finance,6.9,90.9,3.2,70.6,168066,44.0,4.2,Cancelled,11,30.2,86.2,85.7,4.0
ORD1027,2024-01-28,Delhi,North Indian,Female,Finance,4.8,99.3,1.2,76.2,76447,48.0,4.6,Delivered,11,27.0,66.9,91.1,5.0
ORD1240,2024-08-28,Bangalore,Fast Food,Female,Operations,2.2,94.7,1.6,52.7,110536,47.0,3.3,Delivered,9,25.5,56.0,89.0,4.0
ORD1004,2024-01-05,Hyderabad,Continental,Male,HR,2.6,81.7,4.2,53.8,139246,32.0,5.0,Delivered,5,31.6,67.6,65.3,1.0
ORD1122,2024-05-02,Hyderabad,Italian,Male,Operations,6.2,77.8,1.8,79.8,185009,19.0,2.1,Delivered,8,22.3,5.0,86.1,1.0
ORD1032,2024-02-02,Chennai,Continental,Male,Operations,6.0,87.1,4.8,73.1,173728,43.0,3.9,Delivered,8,33.2,89.7,56.8,3.0
ORD1224,2024-08-12,Mumbai,North Indian,Male,IT,6.2,63.6,1.9,69.5,131487,26.0,4.5,Delivered,12,32.1,130.0,85.4,5.0
ORD1162,2024-06-11,Hyderabad,Fast Food,Male,Operations,4.5,54.4,5.0,47.2,153168,30.0,2.6,Delivered,11,27.7,122.7,54.1,5.0
ORD1230,2024-08-18,Delhi,North Indian,Female,Marketing,7.0,96.6,3.4,85.7,142788,49.0,2.9,Delivered,8,24.4,114.0,60.5,4.0
ORD1268,2024-09-25,Hyderabad,South Indian,Male,Unknown,4.7,61.4,2.7,58.7,131672,40.0,4.1,Delivered,7,27.5,36.8,70.0,4.0
ORD1215,2024-08-03,Bangalore,Chinese,Female,Operations,2.7,94.9,3.8,61.2,144302,20.0,5.0,Pending,5,28.3,0.0,92.7,4.0
ORD1135,2024-05-15,Bangalore,South Indian,Female,HR,6.8,82.2,1.8,77.3,50447,30.0,4.2,Delivered,7,21.0,141.2,66.4,3.0
ORD1128,2024-05-08,Hyderabad,North Indian,Male,Operations,7.5,55.8,4.1,73.3,167256,34.0,3.6,Delivered,9,30.8,87.8,80.6,5.0
ORD1008,2024-01-09,Bangalore,Fast Food,Female,Marketing,1.2,93.8,5.1,43.4,64638,30.0,3.9,Delivered,12,28.2,0.0,82.7,4.0
ORD1070,2024-03-11,Mumbai,Continental,Male,IT,2.6,71.9,3.3,44.3,29596,39.0,3.3,Delivered,4,27.3,76.2,63.5,4.0
ORD1277,2024-10-04,Bangalore,South Indian,Male,IT,7.3,78.0,1.5,85.0,94071,23.0,3.2,Delivered,8,27.0,90.2,76.9,4.0
ORD1064,2024-03-05,Delhi,Fast Food,Female,HR,5.3,97.9,4.3,69.3,120082,27.0,3.8,Delivered,10,21.5,94.8,54.1,2.0
ORD1044,2024-02-14,Delhi,Fast Food,Male,HR,6.2,90.8,1.8,74.8,176570,29.0,3.9,Delivered,2,21.4,0.0,93.6,3.0
ORD1014,2024-01-15,Chennai,North Indian,Male,Unknown,3.3,91.3,3.3,66.2,23754,30.0,5.0,Delivered,10,31.5,97.0,71.8,4.0
ORD1156,2024-06-05,Chennai,Continental,Male,Finance,4.0,59.3,3.6,54.0,90553,15.0,4.3,Delivered,5,25.5,43.8,60.2,4.0
ORD1250,2024-09-07,Mumbai,Chinese,Male,Finance,4.9,86.7,5.8,50.6,22336,24.0,3.4,Delivered,2,25.9,40.2,52.9,1.0
ORD1123,2024-05-03,Bangalore,North Indian,Female,Unknown,3.9,73.7,3.2,52.3,119134,30.0,3.8,Delivered,3,21.8,192.2,59.9,3.0
ORD1289,2024-10-16,Chennai,South Indian,Male,Marketing,3.4,87.7,2.6,66.2,83870,43.0,2.5,Delivered,4,31.0,156.5,68.6,5.0
ORD1216,2024-08-04,Chennai,North Indian,Female,Operations,2.2,73.2,3.7,48.8,165361,45.0,3.9,Delivered,9,29.0,38.3,87.1,3.0
ORD1153,2024-06-02,Mumbai,South Indian,Male,Marketing,1.5,73.1,4.8,37.7,103369,20.0,4.4,Delivered,10,29.1,61.4,71.1,2.0
ORD1023,2024-01-24,Mumbai,Chinese,Male,HR,7.1,98.7,2.2,84.7,49725,46.0,3.0,Cancelled,1,22.8,67.4,88.5,5.0
ORD1278,2024-10-05,Bangalore,South Indian,Female,IT,4.7,55.8,4.3,51.2,50651,30.0,4.4,Delivered,12,22.4,99.2,63.3,4.0
ORD1110,2024-04-20,Mumbai,Continental,Male,HR,4.8,88.0,5.7,69.4,62092,36.0,3.9,Delivered,7,25.4,52.1,87.4,5.0
ORD1081,2024-03-22,Mumbai,Italian,Female,Unknown,8.0,58.1,1.7,79.0,112197,30.0,3.1,Delivered,6,31.7,72.1,77.4,3.0
ORD1236,2024-08-24,Mumbai,Continental,Female,Finance,1.2,52.4,2.3,41.4,49055,15.0,4.0,Delivered,2,32.0,82.0,94.4,5.0
ORD1207,2024-07-26,Bangalore,North Indian,Female,IT,6.4,60.8,2.9,64.0,60785,52.0,3.1,Delivered,2,26.9,98.8,66.3,2.0
ORD1212,2024-07-31,Bangalore,South Indian,Female,Operations,6.9,75.8,4.5,69.2,37073,33.0,3.7,Delivered,8,23.6,94.2,52.7,5.0
ORD1039,2024-02-09,Delhi,Fast Food,Female,Operations,1.2,95.0,5.3,40.8,88056,35.0,3.9,Delivered,6,24.1,83.3,54.5,5.0
ORD1287,2024-10-14,Hyderabad,South Indian,Male,Finance,4.5,69.6,2.5,72.1,38708,40.0,3.5,Cancelled,6,25.3,61.1,69.4,5.0
ORD1248,2024-09-05,Chennai,Italian,Female,Marketing,7.8,77.2,1.8,90.8,184437,27.0,4.4,Delivered,1,26.2,98.8,68.9,5.0
ORD1251,2024-09-08,Chennai,South Indian,Female,HR,7.0,76.1,2.3,80.2,82032,35.0,3.4,Cancelled,1,34.6,104.7,70.2,2.0
ORD1201,2024-07-20,Bangalore,Continental,Female,Unknown,5.2,69.2,1.7,74.2,184044,44.0,5.0,Delivered,4,27.2,111.2,92.3,4.0
ORD1161,2024-06-10,Mumbai,Chinese,Female,Operations,7.2,52.6,4.0,68.9,62963,36.0,3.4,Pending,2,29.1,65.0,75.1,4.0
ORD1043,2024-02-13,Delhi,Continental,Male,IT,1.7,76.5,3.7,50.5,100102,39.0,3.2,Delivered,6,29.1,118.3,89.2,1.0
ORD1217,2024-08-05,Chennai,Chinese,Male,Finance,2.3,81.1,1.2,60.1,135359,32.0,3.5,Delivered,10,29.1,96.8,54.1,4.0
ORD1190,2024-07-09,Delhi,South Indian,Male,HR,7.7,80.0,1.0,91.9,112573,37.0,4.0,Delivered,9,23.7,57.9,67.5,4.0
ORD1259,2024-09-16,Delhi,Continental,Male,Marketing,3.4,55.3,4.8,45.7,65232,36.0,4.1,Delivered,4,30.0,125.8,79.7,4.0
ORD1105,2024-04-15,Hyderabad,North Indian,Female,HR,3.2,76.1,5.5,43.4,130384,56.0,4.2,Delivered,6,27.5,45.1,67.2,5.0
ORD1053,2024-02-23,Hyderabad,Italian,Female,Unknown,3.5,63.3,5.6,49.1,161877,46.0,4.2,Delivered,12,25.7,39.9,74.0,4.0
ORD1001,2024-01-02,Hyderabad,Continental,Male,Operations,4.6,70.3,6.0,50.4,105457,39.0,3.6,Delivered,2,27.2,83.6,53.1,3.0
ORD1049,2024-02-19,Chennai,Chinese,Female,IT,4.7,86.0,3.7,71.4,137235,33.0,5.0,Delivered,6,26.8,109.6,67.9,4.0
ORD1080,2024-03-21,Hyderabad,Fast Food,Male,Finance,5.9,77.0,4.7,76.6,100073,50.0,3.3,Delivered,3,32.9,22.5,57.9,3.0
ORD1205,2024-07-24,Bangalore,Continental,Female,Marketing,1.2,90.0,2.3,62.1,25347,24.0,3.9,Delivered,12,20.0,55.0,70.0,4.0
ORD1034,2024-02-04,Bangalore,South Indian,Male,IT,2.0,70.1,2.6,47.3,111396,45.0,3.7,Delivered,5,27.2,81.3,55.7,2.0
ORD1263,2024-09-20,Mumbai,Continental,Female,IT,6.9,98.1,4.0,85.4,199017,17.0,3.3,Delivered,10,26.0,80.6,94.9,4.0
ORD1052,2024-02-22,Chennai,South Indian,Male,IT,4.3,63.2,2.5,59.6,39033,22.0,3.5,Delivered,1,28.7,2.3,80.3,5.0
ORD1264,2024-09-21,Chennai,Continental,Female,Finance,5.1,73.3,5.7,59.1,33140,30.0,4.8,Cancelled,10,30.6,67.0,88.1,4.0
ORD1241,2024-08-29,Mumbai,Fast Food,Female,Marketing,1.2,99.6,1.7,41.9,26304,36.0,4.0,Delivered,4,23.6,214.0,55.9,1.0
ORD1013,2024-01-14,Delhi,South Indian,Female,Unknown,1.9,66.8,1.8,51.7,128821,26.0,4.5,Delivered,2,25.7,101.3,70.1,4.0
ORD1273,2024-09-30,Chennai,Chinese,Female,Finance,3.3,62.9,6.0,40.6,98258,42.0,4.1,Delivered,7,30.8,104.2,78.1,4.0
ORD1166,2024-06-15,Chennai,Fast Food,Male,Finance,6.3,63.6,2.8,72.8,170787,30.0,4.0,Delivered,6,27.7,122.3,66.6,4.0
ORD1134,2024-05-14,Bangalore,Fast Food,Female,Finance,6.6,76.1,1.2,72.9,69811,25.0,4.1,Cancelled,10,24.6,103.5,51.5,5.0
ORD1270,2024-09-27,Bangalore,Chinese,Female,HR,4.5,50.1,4.0,52.7,141673,35.0,4.4,Delivered,2,20.7,109.9,64.5,4.0
ORD1243,2024-08-31,Bangalore,North Indian,Female,Marketing,6.5,94.1,5.7,73.5,180372,55.0,5.0,Delivered,4,24.8,108.8,85.5,4.0
ORD1050,2024-02-20,Chennai,Fast Food,Female,Marketing,2.6,55.3,1.1,46.7,198773,38.0,3.3,Delivered,10,29.1,0.0,53.6,4.0
ORD1174,2024-06-23,Chennai,Chinese,Male,IT,1.7,64.9,4.2,43.9,63619,34.0,4.7,Pending,12,33.1,29.1,77.9,5.0
ORD1189,2024-07-08,Bangalore,North Indian,Female,IT,6.8,94.2,5.3,74.7,188553,46.0,3.5,Delivered,9,21.9,94.5,74.2,4.0
ORD1187,2024-07-06,Mumbai,South Indian,Female,Marketing,6.0,79.4,2.6,72.3,174324,23.0,4.4,Delivered,6,26.7,57.8,55.2,5.0
ORD1169,2024-06-18,Chennai,Continental,Female,Finance,2.0,66.8,5.2,35.4,25105,44.0,3.3,Delivered,7,26.9,74.7,67.1,4.0
ORD1058,2024-02-28,Chennai,Continental,Female,HR,4.9,78.7,4.0,66.2,39873,30.0,4.1,Delivered,2,36.3,94.5,74.3,4.0
ORD1048,2024-02-18,Delhi,Fast Food,Male,Operations,1.6,74.9,3.3,47.4,188972,40.0,4.6,Delivered,6,22.9,97.8,78.0,4.0
ORD1235,2024-08-23,Delhi,Italian,Female,Operations,5.1,84.8,3.9,66.4,82292,39.0,4.6,Cancelled,4,19.1,32.8,94.3,5.0
ORD1252,2024-09-09,Chennai,Continental,Male,Marketing,4.7,93.4,4.3,67.8,117852,31.0,4.2,Delivered,6,24.8,58.9,66.3,3.0
ORD1021,2024-01-22,Hyderabad,Italian,Male,Operations,3.6,93.1,5.2,51.1,103986,21.0,4.5,Delivered,9,32.5,57.8,60.7,5.0
ORD1160,2024-06-09,Bangalore,Fast Food,Male,IT,2.2,50.5,4.0,30.0,42436,47.0,4.8,Delivered,12,30.1,92.7,88.1,4.0
ORD1276,2024-10-03,Hyderabad,North Indian,Female,HR,2.9,66.3,2.4,46.1,113269,38.0,3.2,Delivered,7,28.7,135.5,67.1,4.0
ORD1191,2024-07-10,Hyderabad,Continental,Male,Operations,3.4,95.2,3.9,67.8,160629,27.0,3.9,Delivered,1,25.7,72.5,66.7,2.0
ORD1293,2024-10-20,Chennai,Continental,Female,IT,6.0,97.4,2.9,81.9,182005,15.0,4.3,Delivered,8,26.4,103.2,64.1,4.0
ORD1257,2024-09-14,Hyderabad,Fast Food,Male,Unknown,4.0,61.9,5.2,40.2,75718,35.0,3.7,Delivered,11,26.2,96.0,82.7,3.0
ORD1149,2024-05-29,Chennai,Fast Food,Male,IT,5.0,76.0,3.1,75.6,186597,30.0,4.2,Pending,10,28.5,91.2,93.5,5.0
ORD1130,2024-05-10,Bangalore,Italian,Male,Marketing,1.3,89.8,3.4,45.5,41621,37.0,2.3,Cancelled,5,25.4,53.6,54.4,4.0
ORD1099,2024-04-09,Mumbai,North Indian,Female,Finance,4.7,55.2,4.5,58.9,129079,44.0,3.9,Delivered,5,29.4,121.2,81.1,5.0
ORD1087,2024-03-28,Mumbai,South Indian,Female,IT,4.4,73.7,2.7,66.5,47766,24.0,4.4,Delivered,11,30.0,32.4,78.7,4.0
ORD1214,2024-08-02,Bangalore,North Indian,Male,HR,1.9,99.8,5.3,42.1,50682,33.0,4.0,Delivered,3,23.1,120.6,93.6,5.0
ORD1121,2024-05-01,Chennai,Continental,Male,Marketing,7.0,100.0,1.2,92.4,96256,43.0,3.5,Delivered,11,27.6,117.2,60.4,4.0
ORD1020,2024-01-21,Delhi,South Indian,Female,HR,2.1,68.1,2.5,46.5,169109,45.0,2.8,Cancelled,4,24.0,103.5,94.1,3.0
ORD1188,2024-07-07,Mumbai,Chinese,Male,Operations,5.2,99.1,3.0,70.1,152503,41.0,3.5,Delivered,3,30.9,105.9,60.6,5.0
ORD1071,2024-03-12,Hyderabad,North Indian,Male,Marketing,3.6,95.8,4.4,56.8,127539,39.0,3.9,Delivered,5,31.1,74.9,51.3,5.0
ORD1106,2024-04-16,Bangalore,South Indian,Male,HR,5.2,54.3,4.0,58.4,88926,31.0,4.2,Delivered,1,28.3,54.1,66.2,5.0
ORD1102,2024-04-12,Chennai,North Indian,Female,Unknown,1.6,98.1,4.4,48.0,165298,41.0,4.4,Delivered,9,25.6,70.0,95.0,5.0
