State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Assam,DARRANG,1999,Kharif     ,Sesamum,1055,652
Bihar,KATIHAR,2005,Whole Year ,Banana,3553,48108
Kerala,KANNUR,2001,Whole Year ,Tapioca,3420,73011
West Bengal,MALDAH,2006,Kharif     ,Dry ginger,139,190
Karnataka,DAVANGERE,2005,Kharif     ,Maize,156239,475046
Nagaland,DIMAPUR,2009,Rabi       ,Masoor,450,320
Uttar Pradesh,AMBEDKAR NAGAR,2000,Whole Year ,Potato,4685,76266
Haryana,SIRSA,2008,Whole Year ,Sannhamp,1,0
Bihar,MADHUBANI,2008,Rabi       ,Barley,46,50
Madhya Pradesh,SHIVPURI,2005,Kharif     ,Niger seed,6,1
Chhattisgarh,DANTEWADA,2014,Whole Year ,Dry chillies,77,34
Madhya Pradesh,MORENA,2008,Rabi       ,Masoor,590,322
Madhya Pradesh,ALIRAJPUR,2009,Whole Year ,Cotton(lint),5011,536
Chhattisgarh,RAJNANDGAON,2006,Whole Year ,Sweet potato,51,289
Maharashtra,OSMANABAD,2004,Rabi       ,Other  Rabi pulses,1300,300
Maharashtra,NANDED,2009,Kharif     ,Arhar/Tur,60200,43000
Tamil Nadu,NAMAKKAL,2008,Whole Year ,Arecanut,321,586
Uttar Pradesh,BULANDSHAHR,2000,Whole Year ,Turmeric,1,2
Madhya Pradesh,SAGAR,2011,Rabi       ,Rapeseed &Mustard,513,417
Madhya Pradesh,GWALIOR,2002,Whole Year ,Cabbage,55,0
Bihar,ROHTAS,2001,Kharif     ,Other Kharif pulses,64,32
Kerala,THRISSUR,2002,Whole Year ,Jack Fruit,5515,21
Chhattisgarh,MAHASAMUND,2006,Kharif     ,Niger seed,1,0
Punjab,MUKTSAR,1999,Kharif     ,Sesamum,1000,400
Gujarat,BANAS KANTHA,2008,Kharif     ,Sesamum,19700,5700
Karnataka,SHIMOGA,2014,Kharif     ,Bajra,2,2
Uttarakhand,RUDRA PRAYAG,2007,Kharif     ,Other Cereals & Millets,2964,4803
Madhya Pradesh,SAGAR,2011,Kharif     ,Arhar/Tur,25573,11281
Tripura,NORTH TRIPURA,2004,Kharif     ,Cotton(lint),319,462
Andhra Pradesh,VISAKHAPATANAM,2009,Kharif     ,Jowar,833,982
Maharashtra,AKOLA,1998,Kharif     ,Moong(Green Gram),121400,93600
Uttar Pradesh,BULANDSHAHR,2014,Kharif     ,Sugarcane,48031,3028451
Telangana ,WARANGAL,2006,Kharif     ,Cotton(lint),153639,358792
Kerala,PALAKKAD,2003,Summer     ,Rice,3967,6551
Uttar Pradesh,GHAZIABAD,2010,Rabi       ,Potato,4098,113851
Karnataka,BANGALORE RURAL,2000,Whole Year ,Banana,2320,31503
Rajasthan,BIKANER,2005,Rabi       ,Linseed,2,2
Chhattisgarh,DURG,2009,Kharif     ,Soyabean,31683,26098
Karnataka,DHARWAD,2014,Kharif     ,Potato,1286,7917
Assam,KAMRUP,2003,Rabi       ,Rapeseed &Mustard,16971,11365
Andhra Pradesh,KADAPA,2013,Rabi       ,Tomato,2803,68522
Madhya Pradesh,ALIRAJPUR,2013,Kharif     ,Mesta,21,32
Assam,MARIGAON,2010,Whole Year ,Tapioca,4,19
Maharashtra,OSMANABAD,2003,Rabi       ,Safflower,36900,7100
Telangana ,NIZAMABAD,2014,Whole Year ,Coriander,205,49
Tamil Nadu,THENI,1997,Kharif     ,Tobacco,10,16
Odisha,KENDUJHAR,2005,Winter     ,Rice,146000,233000
Karnataka,CHIKMAGALUR,2001,Kharif     ,Moong(Green Gram),2039,459
Uttar Pradesh,KANPUR NAGAR,2012,Summer     ,Maize,1229,2270
Odisha,DEOGARH,2000,Whole Year ,Garlic,140,440
Nagaland,KOHIMA,2014,Kharif     ,Sesamum,370,240
Karnataka,MANDYA,2000,Rabi       ,Urad,131,46
Tamil Nadu,KANCHIPURAM,1999,Whole Year ,Dry chillies,357,389
Tamil Nadu,KANCHIPURAM,2002,Kharif     ,Horse-gram,8,2
Madhya Pradesh,SEONI,2007,Kharif     ,Soyabean,110104,107569
Maharashtra,SOLAPUR,2000,Kharif     ,Moong(Green Gram),5100,3000
Telangana ,MAHBUBNAGAR,2001,Kharif     ,Rice,76057,184210
Punjab,FIROZEPUR,2005,Kharif     ,Arhar/Tur,200,200
Odisha,JAJAPUR,2004,Summer     ,Moong(Green Gram),11286,2844.1
Bihar,ARWAL,2005,Winter     ,Rice,26814,42672
Madhya Pradesh,MANDSAUR,2005,Kharif     ,Jowar,10266,7012
Gujarat,SABAR KANTHA,2001,Kharif     ,Other Kharif pulses,2200,1000
Punjab,SANGRUR,2000,Rabi       ,Gram,800,1000
Assam,DIBRUGARH,2000,Kharif     ,Cotton(lint),30,13
Uttar Pradesh,KHERI,2007,Kharif     ,Moong(Green Gram),50,10
Assam,JORHAT,2011,Whole Year ,Onion,171,388
Tamil Nadu,KANCHIPURAM,2011,Whole Year ,Dry chillies,138,60
Maharashtra,SOLAPUR,2000,Summer     ,Sunflower,700,300
Telangana ,KARIMNAGAR,2007,Kharif     ,Cotton(lint),137000,452000
Bihar,BEGUSARAI,2009,Summer     ,Rice,870,1459
Karnataka,RAICHUR,2001,Kharif     ,Cotton(lint),44627,41939
Meghalaya,EAST JAINTIA HILLS,2013,Whole Year ,Maize,350,755
Uttar Pradesh,LALITPUR,2002,Rabi       ,Rapeseed &Mustard,329,190
Uttar Pradesh,MAINPURI,2013,Rabi       ,Masoor,118,113
Rajasthan,CHURU,1997,Rabi       ,Gram,384000,309000
Meghalaya,WEST KHASI HILLS,2005,Rabi       ,Rapeseed &Mustard,28,19
Assam,DIMA HASAO,1997,Whole Year ,Coconut ,40,259
Bihar,BEGUSARAI,2013,Autumn     ,Rice,10512,8367
Andhra Pradesh,CHITTOOR,2007,Kharif     ,Ragi,8000,6000
Karnataka,MYSORE,2010,Rabi       ,Other  Rabi pulses,4488,1411
Karnataka,BIJAPUR,2000,Whole Year ,Banana,1542,29889
Madhya Pradesh,HARDA,2001,Whole Year ,Sannhamp,2,5
Assam,LAKHIMPUR,2003,Autumn     ,Rice,16275,10900
Karnataka,YADGIR,2012,Rabi       ,Linseed,3,1
Gujarat,SURAT,1998,Whole Year ,Dry chillies,1000,1400
Arunachal Pradesh,EAST KAMENG,2003,Kharif     ,Rice,8510,10725
Chhattisgarh,RAIGARH,2008,Whole Year ,Turmeric,105,85
Assam,NAGAON,2007,Whole Year ,Black pepper,141,201
Karnataka,MYSORE,2002,Summer     ,Rice,2487,6355
Assam,KAMRUP METRO,2007,Whole Year ,Sweet potato,28,69
Rajasthan,CHURU,2005,Kharif     ,Cotton(lint),360,670
Haryana,KURUKSHETRA,2007,Kharif     ,Rice,114536,460000
Kerala,IDUKKI,2005,Whole Year ,Dry ginger,900,3103
Assam,NAGAON,2013,Rabi       ,Ginger,511,5098
Tamil Nadu,VILLUPURAM,2009,Whole Year ,Coconut ,1995,26500
Tamil Nadu,THENI,2011,Whole Year ,Tobacco,3,9
Gujarat,PANCH MAHALS,2001,Summer     ,Groundnut,700,900
Meghalaya,EAST KHASI HILLS,2014,Kharif     ,Banana,773,8345
Uttar Pradesh,CHITRAKOOT,2014,Kharif     ,Moong(Green Gram),380,96
Chhattisgarh,BASTAR,2014,Kharif     ,Niger seed,8087,1692
Karnataka,BELGAUM,1998,Rabi       ,Moong(Green Gram),208,93
Maharashtra,DHULE,1998,Kharif     ,Ragi,9100,7100
Gujarat,NARMADA,2004,Kharif     ,Maize,7000,6400
Punjab,BATHINDA,2002,Rabi       ,Gram,700,800
Nagaland,ZUNHEBOTO,2002,Rabi       ,Linseed,660,730
Uttar Pradesh,SANT RAVIDAS NAGAR,1998,Whole Year ,Sannhamp,451,164
Maharashtra,DHULE,2014,Kharif     ,Moong(Green Gram),18400,6500
Uttar Pradesh,KANPUR NAGAR,1997,Rabi       ,Linseed,247,105
Maharashtra,RAIGAD,1999,Kharif     ,Moong(Green Gram),100,100
Assam,LAKHIMPUR,2002,Winter     ,Rice,87296,86294
West Bengal,BARDHAMAN,2006,Rabi       ,Peas & beans (Pulses),161,99
Tamil Nadu,KARUR,1999,Kharif     ,Mesta,3,12
Rajasthan,JAISALMER,2007,Whole Year ,Potato,38,19
Odisha,SAMBALPUR,2015,Autumn     ,Groundnut,2,1.4
Karnataka,GULBARGA,2010,Whole Year ,Dry ginger,72,260.5
Karnataka,DAVANGERE,2000,Kharif     ,Bajra,633,368
Madhya Pradesh,SHAJAPUR,2013,Whole Year ,Onion,8184,105245
Andhra Pradesh,CHITTOOR,2001,Rabi       ,Horse-gram,1569,849
Odisha,KORAPUT,2015,Autumn     ,Ragi,5927,3722.2
Andhra Pradesh,KURNOOL,2009,Kharif     ,Jowar,12262,31943
Nagaland,KOHIMA,2003,Kharif     ,Cotton(lint),100,10
Uttar Pradesh,KHERI,1997,Summer     ,Moong(Green Gram),193,82
Uttar Pradesh,KANPUR NAGAR,2007,Summer     ,Maize,67,96
Assam,MARIGAON,2008,Whole Year ,Sweet potato,227,732
Madhya Pradesh,KHANDWA,2007,Kharif     ,Arhar/Tur,8896,8524
Haryana,MAHENDRAGARH,2007,Rabi       ,Barley,654,3000
Maharashtra,SOLAPUR,1999,Kharif     ,Jowar,2100,1300
Tamil Nadu,SALEM,2002,Kharif     ,Jowar,17261,7665
Manipur,IMPHAL WEST,2001,Kharif     ,Other Kharif pulses,330,160
Karnataka,HASSAN,2001,Whole Year ,Coriander,282,35
Uttar Pradesh,BAGHPAT,2000,Kharif     ,Jowar,56,45
Madhya Pradesh,DHAR,2006,Kharif     ,Castor seed,181,70
Jammu and Kashmir ,KISHTWAR,2014,Kharif     ,Potato,106,1166.2
Tamil Nadu,TIRUCHIRAPPALLI,2000,Whole Year ,Sannhamp,130,95
Uttar Pradesh,ALIGARH,2003,Kharif     ,Moong(Green Gram),586,137
Uttar Pradesh,MAINPURI,2002,Summer     ,Moong(Green Gram),3858,2731
Uttar Pradesh,AMBEDKAR NAGAR,2004,Whole Year ,Garlic,4,17
Uttar Pradesh,DEORIA,2006,Rabi       ,Gram,164,116
Maharashtra,NANDED,1998,Kharif     ,Sesamum,8600,1900
Assam,CACHAR,2001,Winter     ,Rice,84093,193910
Karnataka,RAICHUR,2011,Summer     ,Sunflower,877,495
Rajasthan,JHALAWAR,1999,Kharif     ,Sunflower,283,149
Nagaland,MON,2012,Kharif     ,Tapioca,140,2830
Assam,UDALGURI,2009,Whole Year ,Tobacco,5,3
Maharashtra,NAGPUR,2004,Summer     ,Sunflower,100,100
Karnataka,BIJAPUR,2012,Whole Year ,Coconut ,284,2796
Kerala,KOLLAM,2013,Whole Year ,Sweet potato,2,22
Madhya Pradesh,TIKAMGARH,2011,Whole Year ,Sweet potato,345,1313
Tamil Nadu,SIVAGANGA,2002,Whole Year ,Redish,1,0
Kerala,PALAKKAD,2013,Whole Year ,Blackgram,113,0
Madhya Pradesh,HARDA,1999,Whole Year ,Onion,131,1981
Haryana,KARNAL,2004,Rabi       ,Rapeseed &Mustard,709,1000
Haryana,HISAR,2006,Kharif     ,Jowar,152,0
Uttar Pradesh,GAUTAM BUDDHA NAGAR,2012,Rabi       ,Rapeseed &Mustard,542,717
Chhattisgarh,BILASPUR,2004,Whole Year ,Turmeric,2,2
Rajasthan,JHALAWAR,2003,Whole Year ,Other Vegetables,620,0
Himachal Pradesh,BILASPUR,2006,Rabi       ,Garlic,21,17
Tamil Nadu,VELLORE,2012,Kharif     ,Moong(Green Gram),1441,378
Assam,KOKRAJHAR,2006,Kharif     ,Sesamum,834,488
Madhya Pradesh,DINDORI,2011,Kharif     ,Jowar,64,56
Haryana,ROHTAK,2005,Kharif     ,Maize,81,0
Madhya Pradesh,ANUPPUR,2013,Kharif     ,Small millets,12613,6669
Madhya Pradesh,GUNA,2008,Kharif     ,Bajra,83,105
Punjab,GURDASPUR,2014,Rabi       ,Peas & beans (Pulses),1000,900
Madhya Pradesh,SAGAR,2006,Whole Year ,Sugarcane,418,10000
Bihar,SAHARSA,2006,Rabi       ,Khesari,2491,1572
Uttar Pradesh,BUDAUN,2013,Rabi       ,Rapeseed &Mustard,35603,45792
Uttar Pradesh,SITAPUR,2009,Summer     ,Onion,53,533
Uttar Pradesh,RAMPUR,2008,Kharif     ,Bajra,2459,3500
Uttar Pradesh,KANNAUJ,2012,Rabi       ,Peas & beans (Pulses),913,1469
Madhya Pradesh,ASHOKNAGAR,2013,Whole Year ,Onion,137,2638
Maharashtra,OSMANABAD,2010,Rabi       ,Maize,1800,3700
West Bengal,COOCHBEHAR,2007,Autumn     ,Rice,12303,16627
Tamil Nadu,RAMANATHAPURAM,2003,Whole Year ,Pome Fruit,69,484
Maharashtra,NAGPUR,1998,Kharif     ,Groundnut,12600,11100
Karnataka,MYSORE,2007,Summer     ,Rice,16841,53740
Himachal Pradesh,KANGRA,2007,Kharif     ,Masoor,106,82
Odisha,GANJAM,2000,Whole Year ,Sweet potato,2820,20860
Madhya Pradesh,DINDORI,2010,Kharif     ,Rice,78412,54328
West Bengal,DINAJPUR DAKSHIN,2003,Whole Year ,Coconut ,166,2765.7
Madhya Pradesh,SHIVPURI,2003,Rabi       ,Linseed,335,216
Odisha,JHARSUGUDA,2008,Autumn     ,Ragi,3,1.9
West Bengal,HOWRAH,2004,Whole Year ,Sugarcane,108,7865
Uttar Pradesh,KANNAUJ,1997,Rabi       ,Barley,1989,4194
Telangana ,KARIMNAGAR,2003,Kharif     ,Sunflower,497,898
Odisha,KALAHANDI,2009,Winter     ,Urad,4736,1169.8
Madhya Pradesh,HARDA,2004,Kharif     ,Cotton(lint),1861,1946
Rajasthan,CHURU,2007,Rabi       ,Barley,4006,3930
Uttar Pradesh,SIDDHARTH NAGAR,2006,Whole Year ,Coriander,152,79
West Bengal,DARJEELING,2006,Rabi       ,Urad,218,114
Tripura,WEST TRIPURA,2014,Kharif     ,Arhar/Tur,150,95
Uttar Pradesh,AURAIYA,2009,Kharif     ,Urad,1176,544
Tamil Nadu,VIRUDHUNAGAR,2002,Kharif     ,Varagu,113,126
Uttar Pradesh,MUZAFFARNAGAR,2004,Kharif     ,Jowar,5,4
Assam,DHEMAJI,2004,Rabi       ,Gram,8,3
Tamil Nadu,VELLORE,2012,Kharif     ,Horse-gram,6093,3062
Odisha,SONEPUR,2001,Kharif     ,Urad,32,1.3
Meghalaya,SOUTH GARO HILLS,2004,Kharif     ,Jute,327,948
West Bengal,DARJEELING,2012,Rabi       ,Potato,4953,89953
Rajasthan,PALI,2004,Kharif     ,Arhar/Tur,37,5
Assam,CACHAR,2011,Kharif     ,Small millets,20,10
Haryana,KAITHAL,2000,Whole Year ,Sugarcane,4683,290000
Chhattisgarh,KORBA,2001,Rabi       ,Gram,373,273
Karnataka,TUMKUR,2013,Whole Year ,Arecanut,29334,241183
Andhra Pradesh,SRIKAKULAM,2009,Whole Year ,Turmeric,231,1440
Assam,KOKRAJHAR,2013,Summer     ,Paddy,23056,69796
Uttar Pradesh,MAHOBA,2005,Kharif     ,Sesamum,4447,409
Uttar Pradesh,SULTANPUR,2009,Kharif     ,Dry chillies,6,5
Tamil Nadu,THE NILGIRIS,2008,Whole Year ,Garlic,102,566
Assam,NAGAON,2005,Summer     ,Rice,51349,108538
Tamil Nadu,THIRUVARUR,2007,Whole Year ,Cashewnut,3,2
Gujarat,KHEDA,2002,Kharif     ,Jowar,2200,500
Telangana ,NALGONDA,2002,Kharif     ,Maize,2242,5181
Bihar,KATIHAR,2014,Rabi       ,Other  Rabi pulses,75,75
Rajasthan,JHUNJHUNU,2008,Whole Year ,Tobacco,21,105
Odisha,KENDUJHAR,2002,Kharif     ,Other Kharif pulses,3580,2210
Assam,KAMRUP,1997,Whole Year ,Tobacco,368,1
Andhra Pradesh,GUNTUR,2006,Whole Year ,Turmeric,5359,32047
Bihar,SARAN,1997,Rabi       ,Tobacco,19,23
Tamil Nadu,NAGAPATTINAM,2007,Whole Year ,Banana,609,29074
Rajasthan,JHUNJHUNU,2004,Rabi       ,Wheat,59680,158612
Bihar,BEGUSARAI,2005,Kharif     ,Castor seed,90,84
Uttar Pradesh,JHANSI,2003,Whole Year ,Potato,388,8115
West Bengal,BARDHAMAN,2007,Summer     ,Moong(Green Gram),27,25
Telangana ,RANGAREDDI,2008,Kharif     ,Small millets,23,13
Telangana ,NIZAMABAD,2000,Rabi       ,Linseed,52,10
Meghalaya,EAST JAINTIA HILLS,2011,Rabi       ,Small millets,163,186
Uttar Pradesh,RAE BARELI,1998,Rabi       ,Barley,5352,4805
Bihar,SIWAN,1997,Whole Year ,Garlic,173,107
Sikkim,WEST DISTRICT,2007,Rabi       ,Rapeseed &Mustard,530,300
Haryana,PANIPAT,1999,Kharif     ,Cotton(lint),93,0
Telangana ,KHAMMAM,2003,Whole Year ,Sweet potato,23,166
West Bengal,HOOGHLY,2004,Summer     ,Moong(Green Gram),14,5
Uttarakhand,NAINITAL,2010,Whole Year ,Turmeric,91,178
Manipur,THOUBAL,2003,Kharif     ,Rice,22140,52880
Uttar Pradesh,KHERI,2001,Rabi       ,Linseed,6,3
Madhya Pradesh,SEHORE,2000,Whole Year ,Garlic,251,575
Madhya Pradesh,DATIA,2003,Rabi       ,Gram,61143,77075
Karnataka,CHIKMAGALUR,2006,Kharif     ,Horse-gram,2081,965
Uttarakhand,UDAM SINGH NAGAR,2012,Rabi       ,Barley,40,11
Odisha,KHORDHA,1998,Summer     ,Horse-gram,313,52
Uttarakhand,PITHORAGARH,2005,Kharif     ,Other Kharif pulses,1842,1073
Arunachal Pradesh,LOWER DIBANG VALLEY,2013,Rabi       ,Wheat,289,434
Madhya Pradesh,NEEMUCH,2012,Whole Year ,Onion,954,22688
Uttar Pradesh,GAUTAM BUDDHA NAGAR,1999,Kharif     ,Bajra,11063,16683
Maharashtra,NANDED,2005,Rabi       ,Gram,52300,31600
Uttar Pradesh,BALLIA,2001,Whole Year ,Tobacco,5,31
Assam,BARPETA,2014,Rabi       ,Rapeseed &Mustard,18263,9865
Gujarat,JUNAGADH,2009,Whole Year ,Sugarcane,10100,690000
Uttarakhand,DEHRADUN,2014,Rabi       ,Total foodgrain,20195,30704
Madhya Pradesh,ANUPPUR,2003,Rabi       ,Wheat,14438,10222
Bihar,PATNA,2006,Rabi       ,Sunflower,150,205
Uttar Pradesh,RAE BARELI,1997,Rabi       ,Linseed,287,122
Rajasthan,JAIPUR,2003,Whole Year ,other oilseeds,6462,5849
Karnataka,BENGALURU URBAN,2004,Whole Year ,Sweet potato,13,82
Kerala,THIRUVANANTHAPURAM,2001,Whole Year ,Cardamom,4,0
Madhya Pradesh,JHABUA,2009,Whole Year ,Sweet potato,13,69
Punjab,FIROZEPUR,2011,Rabi       ,Gram,10000,13000
Tamil Nadu,KRISHNAGIRI,2013,Rabi       ,Moong(Green Gram),82,66
West Bengal,PURULIA,2007,Kharif     ,Maize,7062,6681
Madhya Pradesh,BARWANI,2005,Kharif     ,Urad,8464,1370
West Bengal,24 PARAGANAS NORTH,2006,Whole Year ,Potato,6619,113971
Uttar Pradesh,KUSHI NAGAR,2012,Kharif     ,Guar seed,6,5
Jharkhand,SARAIKELA KHARSAWAN,2006,Rabi       ,Potato,155.22,1260
Arunachal Pradesh,PAPUM PARE,1997,Rabi       ,Sugarcane,95,975
Rajasthan,BANSWARA,2006,Rabi       ,Linseed,21,17
Bihar,SITAMARHI,2007,Kharif     ,Bajra,345,358
Haryana,BHIWANI,1998,Kharif     ,Rice,7223,16000
Madhya Pradesh,RATLAM,2011,Rabi       ,Wheat,94679,185282
Manipur,THOUBAL,2003,Whole Year ,Other Fresh Fruits,1090,2412
Arunachal Pradesh,TAWANG,1997,Kharif     ,Soyabean,130,188
Uttar Pradesh,ETAH,2006,Rabi       ,Rapeseed &Mustard,12256,13234
Assam,BARPETA,2009,Rabi       ,Banana,2329,34975
Maharashtra,AURANGABAD,1999,Rabi       ,Wheat,47200,66500
Karnataka,BENGALURU URBAN,2012,Kharif     ,Rice,974,3006
Odisha,RAYAGADA,2011,Winter     ,Groundnut,39,27.6
Karnataka,GADAG,2007,Kharif     ,Rice,1473,3705
Uttar Pradesh,ALLAHABAD,2010,Kharif     ,Guar seed,33,28
Gujarat,SABAR KANTHA,2003,Kharif     ,Rice,6500,10900
Uttarakhand,TEHRI GARHWAL,2004,Kharif     ,Other Cereals & Millets,20551,24829
Chhattisgarh,KORBA,2014,Kharif     ,Urad,4593,1096
Maharashtra,AURANGABAD,2000,Rabi       ,Safflower,22600,4700
Tamil Nadu,THIRUVALLUR,2009,Whole Year ,Moong(Green Gram),3011,1252
Assam,NAGAON,2007,Whole Year ,Dry ginger,678,6536
Nagaland,PHEK,2006,Kharif     ,Sesamum,640,420
Assam,DHEMAJI,1998,Rabi       ,Other  Rabi pulses,2016,1027
West Bengal,HOOGHLY,2012,Kharif     ,Mesta,136,1699
Andhra Pradesh,PRAKASAM,1998,Rabi       ,Moong(Green Gram),3200,2600
Uttar Pradesh,BAHRAICH,2014,Kharif     ,Urad,1410,756
Maharashtra,SATARA,2009,Rabi       ,Gram,28000,16900
Chhattisgarh,KOREA,2003,Rabi       ,Gram,499,391
Bihar,MUZAFFARPUR,1999,Whole Year ,Turmeric,153,160
West Bengal,MURSHIDABAD,2013,Rabi       ,Gram,5852,6705
Maharashtra,WASHIM,2001,Kharif     ,Groundnut,200,200
Madhya Pradesh,JABALPUR,2002,Rabi       ,Gram,70376,39833
Uttar Pradesh,BAHRAICH,2011,Kharif     ,Bajra,12,25
Chhattisgarh,KOREA,2013,Kharif     ,Groundnut,185,186
Bihar,KISHANGANJ,1998,Whole Year ,Turmeric,147,279
Bihar,PURNIA,2002,Autumn     ,Rice,20792,24332
Madhya Pradesh,BETUL,2013,Kharif     ,Rice,43844,98853
Kerala,WAYANAD,2003,Whole Year ,Sweet potato,14,164
Karnataka,GADAG,2012,Rabi       ,Onion,614,4019
Uttar Pradesh,BARABANKI,1997,Kharif     ,Arhar/Tur,6625,10176
Bihar,BUXAR,1997,Whole Year ,Onion,193,1525
Chhattisgarh,RAJNANDGAON,2001,Kharif     ,Mesta,58,108
Chhattisgarh,RAIGARH,2000,Kharif     ,Urad,20028,3783
Uttar Pradesh,FARRUKHABAD,2003,Kharif     ,Groundnut,47,32
Odisha,SAMBALPUR,2001,Kharif     ,Groundnut,77,87.4
Tamil Nadu,TIRUNELVELI,2003,Kharif     ,Groundnut,2596,4599
Uttar Pradesh,HATHRAS,2010,Rabi       ,Gram,14,12
Himachal Pradesh,MANDI,2007,Kharif     ,Masoor,93,32
Chhattisgarh,SURGUJA,2001,Whole Year ,Banana,21,678
Rajasthan,CHITTORGARH,2004,Whole Year ,Guar seed,3306,2158
Odisha,BALESHWAR,2003,Kharif     ,Dry ginger,660,1360
Rajasthan,SIROHI,2001,Whole Year ,Sweet potato,10,10
Tamil Nadu,VELLORE,2003,Rabi       ,Gram,6,2
Uttar Pradesh,BARABANKI,2006,Rabi       ,Potato,15296,177128
Madhya Pradesh,PANNA,2010,Whole Year ,Sannhamp,47,111
Tamil Nadu,THIRUVARUR,2007,Whole Year ,Arecanut,4,8
Maharashtra,KOLHAPUR,2012,Kharif     ,Other Kharif pulses,2700,500
Assam,GOALPARA,1997,Whole Year ,Sweet potato,422,1379
Rajasthan,BHARATPUR,2003,Kharif     ,Maize,34,63
Tamil Nadu,VELLORE,2008,Whole Year ,Arecanut,4,8
Maharashtra,GADCHIROLI,2011,Rabi       ,Rapeseed &Mustard,800,200
Telangana ,KHAMMAM,2013,Rabi       ,Moong(Green Gram),2714,2635
Madhya Pradesh,BHIND,2011,Whole Year ,Garlic,6,9
Madhya Pradesh,KHARGONE,2009,Whole Year ,Sunflower,7,3
Assam,GOALPARA,2002,Kharif     ,Jute,2500,18611
Odisha,PURI,2003,Whole Year ,Dry chillies,250,210
Assam,KOKRAJHAR,2009,Kharif     ,Arhar/Tur,418,273
West Bengal,PURULIA,2000,Summer     ,Rice,1023,2454
Andhra Pradesh,EAST GODAVARI,2001,Rabi       ,Dry chillies,936,1882
Uttar Pradesh,LUCKNOW,2014,Kharif     ,Dry chillies,38,31
Tamil Nadu,TIRUCHIRAPPALLI,1998,Whole Year ,Banana,13372,847531
Karnataka,DAVANGERE,2003,Rabi       ,Rapeseed &Mustard,136,29
Assam,SONITPUR,2009,Whole Year ,Coconut ,1386,17691000
Assam,KARBI ANGLONG,2003,Rabi       ,Masoor,194,100
Assam,TINSUKIA,2008,Rabi       ,Peas & beans (Pulses),560,230
Chhattisgarh,RAJNANDGAON,2002,Kharif     ,Small millets,34607,5070
Madhya Pradesh,MANDSAUR,2004,Whole Year ,Potato,24,422
Uttar Pradesh,ETAH,2007,Summer     ,Onion,155,2550
Bihar,MADHEPURA,2007,Rabi       ,Masoor,1082,658
Karnataka,CHITRADURGA,2009,Whole Year ,Cotton(lint),10513,14749
Andhra Pradesh,VISAKHAPATANAM,2005,Kharif     ,Cotton(lint),1834,4445
West Bengal,PURULIA,2004,Rabi       ,Linseed,232,35
Uttar Pradesh,ALLAHABAD,2011,Rabi       ,Linseed,918,406
Gujarat,TAPI,2010,Kharif     ,Moong(Green Gram),1200,500
Gujarat,AMRELI,2006,Whole Year ,Sugarcane,200,14000
Haryana,MEWAT,2010,Rabi       ,Masoor,877,400
Odisha,MALKANGIRI,2000,Whole Year ,Sugarcane,23,828
Haryana,HISAR,2007,Kharif     ,Castor seed,430,300
Andhra Pradesh,GUNTUR,2002,Rabi       ,Groundnut,3624,7802
Karnataka,KOPPAL,2002,Rabi       ,Wheat,12264,1899
Tamil Nadu,NAMAKKAL,2002,Kharif     ,Castor seed,8127,2445
Andhra Pradesh,PRAKASAM,2013,Kharif     ,Bajra,25277,45726
Assam,NALBARI,2000,Rabi       ,Rapeseed &Mustard,10950,5825
Madhya Pradesh,PANNA,2009,Kharif     ,Cowpea(Lobia),9,3
Uttar Pradesh,FARRUKHABAD,2002,Kharif     ,Urad,717,475
Madhya Pradesh,REWA,2000,Kharif     ,Rice,134789,73982
Uttarakhand,UDAM SINGH NAGAR,2008,Rabi       ,Gram,36,12
Gujarat,BHAVNAGAR,2000,Kharif     ,Groundnut,145700,13100
Rajasthan,TONK,2001,Rabi       ,Other  Rabi pulses,100,92
Gujarat,DOHAD,2004,Rabi       ,Jowar,200,200
Manipur,CHURACHANDPUR,2001,Kharif     ,Cotton(lint),90,30
Andhra Pradesh,CHITTOOR,2000,Kharif     ,Ragi,11350,12133
Uttar Pradesh,AZAMGARH,2008,Rabi       ,Wheat,231715,632582
Karnataka,BIJAPUR,2000,Kharif     ,Rice,341,529
Andhra Pradesh,KRISHNA,2002,Rabi       ,Arhar/Tur,126,58
Bihar,SAHARSA,2004,Whole Year ,Dry ginger,3,5
Karnataka,HASSAN,1999,Whole Year ,Potato,11247,139906
Tamil Nadu,PUDUKKOTTAI,2003,Whole Year ,Bhindi,25,175
Andhra Pradesh,KADAPA,2005,Rabi       ,Bajra,2466,2634
Bihar,SAMASTIPUR,2013,Rabi       ,Safflower,1541,1241
Arunachal Pradesh,LOWER DIBANG VALLEY,2008,Whole Year ,Oilseeds total,5047,4542
Nagaland,KOHIMA,2001,Kharif     ,Cotton(lint),30,40
Andhra Pradesh,PRAKASAM,2001,Rabi       ,Varagu,792,659
Assam,KAMRUP,2011,Kharif     ,Cotton(lint),1,1
Uttar Pradesh,CHANDAULI,2006,Rabi       ,Wheat,90871,205616
Odisha,BOUDH,2003,Kharif     ,Rice,73000,132000
Bihar,BHAGALPUR,2012,Rabi       ,Sunflower,285,415
Chhattisgarh,RAIGARH,2005,Kharif     ,Small millets,454,95
Haryana,FATEHABAD,2011,Rabi       ,Peas & beans (Pulses),26,0
Andhra Pradesh,SRIKAKULAM,2005,Kharif     ,Small millets,182,139
